action_name,action_value,app_type,event_id,map_keys
action,325,likee,105002,"live_id,exp_free_gift,share_source,first_frame,vip_price,uid_style,mystery_pop_type,red_point_style,tab_type,streamer_uid,is_multi_game_scene,report_reason,chest_source,pk_time,gift_guide_type,first_label,shenqing_status,more_page_refer,enter_status,follow_entrance,guanli_style,line_from,is_female,exit,line_uid,is_user_on_printer,slide_type,seq_id,play_multi_game_time,play_error_bits,shichang,homeowner_uid,user_family_type,time_start_show,push_type,play_type,shenqing_from,vip_flag,game_id,sizer_para2,jump_type,deeplink_type,is_widthways,game_name,_linkd_,shibai_reason,paidui_status,sv,left_slip_room,click_profile,comments,interactive_game_id,apply_mic_times,min_window_watch_time,mai_pox,mysterymen_button,show_from_source,profile_uid,live_type_rec,current_pos,current_list,role,shangmai_source,multi_game_type,family_relation,follow,package_source,speed,is_game_player,guide_type,his_count,fuweng_box,line_live_status,list_type,printer_count,dispatch_id,add_fans_club_cnt,anchortype,voice_time,live_num,watch_multi_game_time,room_id_rec,moment_page_tab,game_type,click_join,live_uid,package_num,switch_enter,watch_time,invite_uid,follow_clicknum,family_room,interactive_game_session,mysterymen_page,stuck_time,gift_num,message_id,entrance,live_uid_rec,is_dianshang,live_style,room_id,free_mai,room_window,share,friend_uid,wait_time,exposed_age,purchase_source,female_num,comment_nums,is_apply_success,getgift_uid,game_status,bullet_screens,second_tab,followmold,stuck_cnt,live_type,list_source,entrance_pos,join_group,viewed_uid,card_from,im_enter_type,fans_club_status,inter_type,is_anchor,click_gift_panel_cnt,background_watch_time,push_in_type,red_point_type,mic_times,pos,inserttype,cover_type,is_shangmai,auto_renewal,trending_status,multi_game_time,joins,moment_source,click_fans_club_cnt,same_family_label,toast_results,foreground_watch_time,live_preview_direct_enter_room,close_rec_room_type,live_tab_scene,gift_id,xiamai_reason,family_uid_cnt,live_list_preview_direct_enter_room,follow_expnum,hearts,user_type,shangmai_uid,yindao_source,printer_my_count,enter_follow_type,gift_panel_source,tab_enter_type,sentence_num,gift_price,family_cnt,dianshang_time,comment_source,card_exposed_uid,follow_status,list_play_status"
action,402,likee,105002,"sv,live_id,live_type,is_widthways,live_uid,live_patch_refresh_error,entrance,dispatch_id,live_style,room_id,tab_enter_type"
action,533,likee,105002,"live_id,seq_id,mystery_button_type,live_type,list_source,follow_mold,entrance,dispatch_id,live_style,tab_enter_type,room_id,streamer_uid,show_from_source,game_id,sizer_para2,is_widthways,game_name,game_type,live_uid,sv"
action,566,likee,105002,"live_id,exp_free_gift,share_source,first_frame,vip_price,uid_style,mystery_pop_type,red_point_style,tab_type,streamer_uid,is_multi_game_scene,report_reason,chest_source,pk_time,gift_guide_type,first_label,shenqing_status,more_page_refer,enter_status,follow_entrance,guanli_style,line_from,is_female,exit,line_uid,is_user_on_printer,slide_type,seq_id,play_multi_game_time,play_error_bits,shichang,homeowner_uid,user_family_type,time_start_show,push_type,play_type,shenqing_from,vip_flag,game_id,jump_type,deeplink_type,is_widthways,game_name,_linkd_,shibai_reason,paidui_status,sv,left_slip_room,click_profile,comments,interactive_game_id,apply_mic_times,min_window_watch_time,mai_pox,mysterymen_button,show_from_source,profile_uid,live_type_rec,current_pos,current_list,role,shangmai_source,multi_game_type,family_relation,follow,package_source,speed,is_game_player,guide_type,his_count,fuweng_box,line_live_status,list_type,printer_count,dispatch_id,add_fans_club_cnt,anchortype,voice_time,live_num,watch_multi_game_time,room_id_rec,moment_page_tab,game_type,click_join,live_uid,package_num,switch_enter,watch_time,invite_uid,follow_clicknum,family_room,interactive_game_session,mysterymen_page,stuck_time,gift_num,message_id,entrance,live_uid_rec,is_dianshang,live_style,room_id,free_mai,room_window,share,friend_uid,wait_time,exposed_age,purchase_source,female_num,comment_nums,is_apply_success,getgift_uid,game_status,bullet_screens,second_tab,followmold,stuck_cnt,live_type,list_source,entrance_pos,join_group,viewed_uid,card_from,im_enter_type,fans_club_status,inter_type,is_anchor,click_gift_panel_cnt,background_watch_time,push_in_type,red_point_type,mic_times,pos,inserttype,is_shangmai,auto_renewal,trending_status,multi_game_time,joins,moment_source,click_fans_club_cnt,same_family_label,toast_results,foreground_watch_time,live_preview_direct_enter_room,close_rec_room_type,live_tab_scene,gift_id,xiamai_reason,family_uid_cnt,live_list_preview_direct_enter_room,follow_expnum,hearts,user_type,shangmai_uid,yindao_source,printer_my_count,enter_follow_type,gift_panel_source,tab_enter_type,sentence_num,gift_price,family_cnt,dianshang_time,comment_source,card_exposed_uid,follow_status,list_play_status"
action,583,likee,105002,"live_id,exp_free_gift,share_source,first_frame,vip_price,uid_style,mystery_pop_type,follow_mold,red_point_style,tab_type,streamer_uid,is_multi_game_scene,report_reason,chest_source,pk_time,gift_guide_type,first_label,shenqing_status,more_page_refer,enter_status,follow_entrance,guanli_style,line_from,is_female,exit,line_uid,is_user_on_printer,slide_type,seq_id,play_multi_game_time,play_error_bits,shichang,homeowner_uid,user_family_type,time_start_show,push_type,play_type,shenqing_from,vip_flag,sizer_para2,game_id,jump_type,deeplink_type,is_widthways,game_name,_linkd_,shibai_reason,paidui_status,sv,left_slip_room,click_profile,comments,interactive_game_id,apply_mic_times,min_window_watch_time,mai_pox,mysterymen_button,show_from_source,profile_uid,live_type_rec,current_pos,current_list,role,shangmai_source,multi_game_type,family_relation,follow,package_source,speed,is_game_player,guide_type,his_count,fuweng_box,line_live_status,list_type,printer_count,dispatch_id,add_fans_club_cnt,anchortype,voice_time,live_num,watch_multi_game_time,room_id_rec,moment_page_tab,game_type,click_join,live_uid,package_num,switch_enter,watch_time,invite_uid,follow_clicknum,family_room,interactive_game_session,mysterymen_page,stuck_time,gift_num,message_id,entrance,live_uid_rec,is_dianshang,live_style,room_id,free_mai,room_window,share,friend_uid,wait_time,exposed_age,purchase_source,female_num,comment_nums,is_apply_success,getgift_uid,game_status,bullet_screens,second_tab,followmold,stuck_cnt,live_type,list_source,entrance_pos,join_group,viewed_uid,card_from,im_enter_type,fans_club_status,inter_type,is_anchor,click_gift_panel_cnt,background_watch_time,push_in_type,red_point_type,mic_times,pos,inserttype,is_shangmai,auto_renewal,trending_status,multi_game_time,joins,moment_source,click_fans_club_cnt,same_family_label,toast_results,foreground_watch_time,live_preview_direct_enter_room,close_rec_room_type,live_tab_scene,gift_id,xiamai_reason,family_uid_cnt,live_list_preview_direct_enter_room,follow_expnum,hearts,user_type,shangmai_uid,yindao_source,printer_my_count,enter_follow_type,gift_panel_source,tab_enter_type,sentence_num,gift_price,family_cnt,dianshang_time,comment_source,card_exposed_uid,follow_status,list_play_status"
action,606,likee,105002,"live_id,exp_free_gift,share_source,first_frame,vip_price,uid_style,mystery_pop_type,follow_mold,red_point_style,tab_type,streamer_uid,is_multi_game_scene,report_reason,chest_source,pk_time,gift_guide_type,first_label,shenqing_status,more_page_refer,enter_status,follow_entrance,guanli_style,line_from,is_female,exit,line_uid,is_user_on_printer,slide_type,seq_id,play_multi_game_time,play_error_bits,shichang,homeowner_uid,user_family_type,time_start_show,push_type,play_type,shenqing_from,vip_flag,game_id,sizer_para2,jump_type,deeplink_type,is_widthways,game_name,_linkd_,shibai_reason,paidui_status,sv,left_slip_room,click_profile,comments,interactive_game_id,apply_mic_times,min_window_watch_time,mai_pox,mysterymen_button,show_from_source,profile_uid,live_type_rec,current_pos,current_list,role,shangmai_source,multi_game_type,family_relation,follow,package_source,speed,is_game_player,guide_type,his_count,fuweng_box,line_live_status,list_type,printer_count,dispatch_id,add_fans_club_cnt,anchortype,voice_time,live_num,watch_multi_game_time,room_id_rec,moment_page_tab,game_type,click_join,live_uid,package_num,switch_enter,watch_time,invite_uid,follow_clicknum,family_room,interactive_game_session,mysterymen_page,stuck_time,gift_num,message_id,entrance,live_uid_rec,is_dianshang,live_style,room_id,free_mai,room_window,share,friend_uid,wait_time,exposed_age,purchase_source,female_num,comment_nums,is_apply_success,getgift_uid,game_status,bullet_screens,second_tab,followmold,stuck_cnt,live_type,list_source,entrance_pos,join_group,viewed_uid,card_from,im_enter_type,fans_club_status,is_anchor,inter_type,click_gift_panel_cnt,background_watch_time,push_in_type,red_point_type,mic_times,pos,inserttype,is_shangmai,auto_renewal,multi_game_time,trending_status,joins,moment_source,click_fans_club_cnt,same_family_label,toast_results,foreground_watch_time,live_preview_direct_enter_room,close_rec_room_type,live_tab_scene,gift_id,xiamai_reason,family_uid_cnt,live_list_preview_direct_enter_room,follow_expnum,hearts,user_type,shangmai_uid,yindao_source,printer_my_count,enter_follow_type,gift_panel_source,tab_enter_type,sentence_num,gift_price,family_cnt,dianshang_time,comment_source,card_exposed_uid,follow_status,list_play_status"
action,1,likee,105010,"owner_uid,_linkd_,pos"
action,13,likee,105011,"chest_id,owner_uid,box_owner_uid,follow_status,box_type,role,_linkd_"
action,7,likee,105012,"pk_id,vs_type,match_spend_time,other_uid,_linkd_,dispatch_id"
action,10,likee,105013,"owner_uid,_linkd_,role"
action,209,likee,105013,"owner_uid,uid,_linkd_,role"
action,214,likee,105013,"owner_uid,uid,_linkd_,role"
action,2,likee,105017,"activityid,owner_uid,_linkd_,role,owneruid,source,card_id"
action,3,likee,105019,"uid,_linkd_"
action,32,likee,105020,"cancel_result,_linkd_"
action,9,likee,105022,"share_number,live_id,res_code,family_room,seq_id,live_type,uid,_linkd_,live_uid,share_status,room_id,to_uid"
action,1,likee,105031,"flame_num,live_id,send_entrance,combo_cnt,click_type,red_point,uid,_linkd_,live_uid,giver_uid,dispatch_id,exp_type"
action,16,likee,105043,"gift_id,gift_price,invalid_time,get_time,live_type,owner_uid,_linkd_,role,room_id"
action,1,likee,105045,"live_id,uid,_linkd_,live_uid,exp_type"
action,6,likee,105045,"live_id,uid,_linkd_,live_uid"
action,7,likee,105059,"family_room,live_type,owner_id,uid,_linkd_,entrance_status,follow_role,tab_type,room_id"
action,107,likee,105063,"live_id,appear_type,refer,live_type,play_time,fail_type,uid,_linkd_,live_uid,score"
action,4,likee,105074,"live_type,status,owner_uid,_linkd_"
action,4,likee,105080,"live_type,gift_count,_linkd_,role,button_type,live_uid"
action,10,likee,105085,"room_type,live_type,uid,_linkd_,role,room_id"
action,3,likee,105089,"user_type,_linkd_,source"
action,1,likee,1100030,"postid,msg_type,in_app,rom,video_size,img_dt,c_type,seqid"
action,69,likee,112001,"list_from,tab,_linkd_,request_uid,source,session_id"
action,302,likee,114001,"image_size,description_num,aite_friends,aite_friends_num,camera_photo_nums,photo_nums,moment_page_tab,post_source,album_photo_nums,session_id,post_source_location"
action,304,likee,114001,"moment_page_tab,post_source,post_source_location"
action,1,likee,114002,"deeplink_url,activity_reddot,tab,_linkd_,source,is_show_activity"
action,16,likee,114003,"video_id,moment_type,source,topic_page_tab,moment_visit_id,topic_id,dispatch_id,live_status,private_status,moment_id,moment_label,moment_page_tab,photo_pos,follow_status,distance_info,_linkd_"
action,2,likee,115004,"msg_type,time,type,from_uid,day_show_time,case_id,dispatch_id,to_uid,show_time,joined_fansgroup,livepush_id,_linkd_,msg_id,page_id"
action,203,likee,115005,"entrance_page,explore_tab_location,_linkd_,entrance_type"
action,208,likee,115005,"entrance_page,live_tab_location,_linkd_,entrance_type"
action,2,likee,17401030,trigger_reason
action,13,likee,17401033,"_linkd_,message_id,a_uid"
action,44,likee,17401045,"item_id,uid,_linkd_"
0,0,likee,202010,"is_pictures,refer,bottom_tab,up_uid,video_id,play_time,follow_enter_source,first_entrance,lag_times,slide,dispatch_id,seqid,played_times,play_progress,follow_video_list_type,picture_num,is_picture_feed,notinterest_type,wait_time,launch_type,_linkd_,video_type,is_text"
event,5,likee,301030,"low_act_msg_type,real_time,i_f_w,postsid,expire_time,t_id,key_im_msg_type,feats,from_uid,sonbizinit,hit_color_bg_style,param,cv_opt_ab,text_id,actual_dm,sec_fmr,txt_type,big_pic,c_tqpe,low_act_scene,idim,im,abfhags,pnstid,lad_ui,hit_big_style,countrycode,hi,msg_type,picture_load,abflags,fmr,b_fmr,picture,i_r_w,uialive,dispatch_id,push_type,seqid,hp_img,postid,i_f_e,joined_fansgroup,img_error_code,sec_pic,pic_type,img_error_domain,_linkd_,notifygroupbizinit,show_type,follow_relation,c_type"
action,1,likee,301033,"fling,single,seqid"
action,2,likee,501016,"start_up_ts,is_refresh,type,linkd_connect_ts,has_custom_video_flow,custom_video_flow_cost,plg_sent_ts,prev_list_size,cost,custom_video_flow_before_update_cost,dync_retry,linkd_detail,is_hot_tab,new_player_of_aaudio,last_http_suc_ts,action_ts,partial_show,net,res_list_size,last_http_req_ts,first_partial,seqid,dispatch_id,protocol_lab_type,linkd_connected_ts,res_code,linkd,first_install,linkd_ip,main_create_ts,new_maintab_ab,_linkd_,is_first_pull,custom_video_flow_and_updated_cost"
action,1,likee,101099,"language,style"
action,0,likee,102003,"face_value,feature_dura,more_page_entrance,subtitle_template_id,is_sort_video,music_magic_status,subtitle_tts,import_pop_type,original_photo_nums,is_oirignal_video,duet_is,cut_video_duration,cutme_type,filter_tab_id,facekey,cpu_gpu_type,boom_status,hashtag_list,vpblock_second,recommend_dura,ok_makeup_status,private_status,back_music_status,shaping_status,sticker_recommend_photo,link_type,bodymagic_download_fail_reason,rights_comment,is_copy_video,change_num,sticker_process_stage,download_duration,transition_group_id,photo_nums,upload_source_id,challenge_name,music_list_source,session_id,magiclist_loadstatus,touchmagic_id_time,background_subtitle_is_seg,video_ratio,abnormal_reason,sound_volume,recording_nums,sticker_id,shaping,front_music_status,music_volume,favorites_is,effect_is,makeup_tab_id,disp_transition_type,default_music,mic_permission,auto_record_time,from_challenge_hashtag,sex_suc_frame,cover_time,hashtag_num,is_freeze_video,material_fail_reason,recommend_suc_frame,effect_clump_type,sticker_pre_download,publish_model_up_reason,sticker_process_fail,beauty_id,rotate_state,characters_num,import_fail_reason,video_upload_page,cover_recommend_score,cutme_group_id,sticker_list_status,music_recommend_fail,story_photo_num,open_tts,magic_status,body_magic_id,is_huoshan_sdk,product_id,sublime_source,skin_value,model_id,is_cut_video,original_video_height_width,sticker_process_from,edit_title_num,collect_sticker_num,entrance,use_layout,load_time,sound_status,background_color,video_sex_result,music_status,is_upload_when,export_dur,auto_record_countdowntime,is_edit_move,actual_frame,adjust_touchmagic_size,bottom_tab,music_source,three_d_magic_id,captions_status,title_num,timemagic_types,sticker_picture_size,dialog_is,effect_dl_time,edit_page_dura,musicmagic_download_duration,is_delete_video,inspiration_video_watchtime,photo_page_source,slimming_value,activity_event_id,treated_coord,edit_cover_num,cover_title_font,hashtag_list_hex,disp_backgroud_color,download_fail_reason,magicpage_effect_id,music_type,musticker_down_fail_reason,countdown_value,music_dispatch_id,magicpage_come,background_status,video_source,makeup_id,sticker_position,sticker_process_time,filter_id,no_response_reason,from_app,list_cut,eyes_value,default_beauty_value,orginal_video_duration,record_shoot_speed,publish_model_cpu_core,music_disp_id,rights_duet,upload_resolution,addlink_type,preview_list_status,boom_download_fail_reason,whether_checked,default_makeup_value,softening_value,speed_is,default_filter_value,recommend_hashtag_algo,effect_postid,story_music_id,superfollow_disp,material_package_url,sex_frame,camera_permission,user_is,goods_id,is_edit_zoom,publish_model_version,body_magic_is,musicmagic_download_fail_reason,recommend_page,background_list_status,cover_sex_result,record_type,subtitle_msg_divisions,venus_root_id,sticker_process_duration,material_package_status,rights_save,recording_volume,effect_clump_id,module_id,tips_effect_id,music_original,publish_real_model_level,if_auto_post,tips_type,video_id,story_quotation_color,preview_video_status,makeup_status,background_id,shoot_speed,avg_fps,download_time,auto_music_status,four_d_magic_download_duration,effect_id,auto_pause_num,sticker_status,material_completed,recommend_cover_result,adjust_touchmagic_color,duet_postid,photos_permission,boom_download_duration,touchmagic_tab_id,is_add_video,default_layout,whitening_value,ok_makeup_groupid,back_filter,quotation_group_id,_linkd_,linkquality,boom_list_status,duet_original_id,boom_id,ok_makeup_id,cutme_id,subtitle_status,story_quotation_pattern,ok_makeup_failreason,drafts_is,body_download_time,music_order,default_transition_type,cover_sex_score,filter_status,subtitle_font_seg,filter_value,photonum,tag_num,music_operate_panel,dynamic_cover_status,cutout_process_duration,is_recommend_music,is_mirror_video,subtitle_align_seg,video_nums,material_status,default_background_color,makeup_value,story_music_tab_id,has_text,upload_source_num,sticker_download_time,skin_level,tips_effect_type,filter_source,text_length,background_download_fail_reason,story_mood_id,compare_status,import_hdr_video_count,effect_tab_id,orig_coord,beauty_value,module_location,subtitle_msg_seg,background_download_duration,music_magic_id,sticker_photo,topic_page_source,musticker_type_downtime,subtitle_color_seg,personal_link,three_d_magic_status,record_source,magic_id,record_source_page,original_video_nums,create_time,have_tts,cover_status,filter_chose_type,recommend_hashtag_num,original_frame,tips_id,is_transcoding,story_quotation_bg_color,music_name,title_status,is_show_adding_goods,slid_distance,is_transition_dura,beauty_status,inspiration_video_load_dura,quotation_id,has_title,album_permiss,record_icon_type,music_download_time,vpblock_callstack_url,subtitle_length_adjust,music_banner_id,picture_ratio,whether_net,newfeature_id,cut_process_duration,feature_result,music_id,group_id,sticker_type,process_dura,tips_load_time,rights_source,is_transition_type,publish_page_dur,waveform_loading_time,video_actual_time,origin_poster_uid,music_banner_position,is_enhance_video,cost_time,publish_model_cpu_fq,default_filter,video_limit_time,upload_refresh,musicmagic_list_status,gpu_time,autofill_hashtag,videonum,friends_num,is_divide_video,recommend_hashtag_result,story_filter_id,resize_status,magicpage_is,music_parent_type,video_import_duration,body_active,sticker_download_fail_reason,title_font_download_time,material_collect_dura,share_channel,is_mute,mutil_segment,effect_status,unshow_reason,page_id"
action,10,likee,102003,"face_value,feature_dura,more_page_entrance,subtitle_template_id,is_sort_video,music_magic_status,subtitle_tts,import_pop_type,original_photo_nums,is_oirignal_video,duet_is,cut_video_duration,cutme_type,filter_tab_id,facekey,cpu_gpu_type,boom_status,hashtag_list,vpblock_second,recommend_dura,ok_makeup_status,private_status,back_music_status,shaping_status,sticker_recommend_photo,link_type,bodymagic_download_fail_reason,rights_comment,is_copy_video,change_num,sticker_process_stage,followup_videoid,download_duration,transition_group_id,photo_nums,upload_source_id,challenge_name,music_list_source,session_id,magiclist_loadstatus,touchmagic_id_time,background_subtitle_is_seg,video_ratio,abnormal_reason,sound_volume,recording_nums,sticker_id,shaping,front_music_status,music_volume,favorites_is,effect_is,makeup_tab_id,disp_transition_type,default_music,mic_permission,auto_record_time,from_challenge_hashtag,sex_suc_frame,cover_time,hashtag_num,is_freeze_video,material_fail_reason,recommend_suc_frame,effect_clump_type,sticker_pre_download,publish_model_up_reason,sticker_process_fail,beauty_id,rotate_state,characters_num,import_fail_reason,video_upload_page,cover_recommend_score,cutme_group_id,sticker_list_status,music_recommend_fail,story_photo_num,open_tts,magic_status,body_magic_id,is_huoshan_sdk,product_id,sublime_source,skin_value,model_id,is_cut_video,original_video_height_width,sticker_process_from,edit_title_num,collect_sticker_num,entrance,use_layout,load_time,sound_status,background_color,video_sex_result,music_status,is_upload_when,export_dur,auto_record_countdowntime,is_edit_move,actual_frame,adjust_touchmagic_size,bottom_tab,music_source,three_d_magic_id,captions_status,title_num,timemagic_types,sticker_picture_size,dialog_is,effect_dl_time,edit_page_dura,musicmagic_download_duration,is_delete_video,inspiration_video_watchtime,photo_page_source,slimming_value,activity_event_id,treated_coord,edit_cover_num,cover_title_font,hashtag_list_hex,disp_backgroud_color,download_fail_reason,magicpage_effect_id,music_type,musticker_down_fail_reason,countdown_value,music_dispatch_id,magicpage_come,background_status,video_source,makeup_id,sticker_position,sticker_process_time,filter_id,no_response_reason,from_app,list_cut,eyes_value,default_beauty_value,orginal_video_duration,record_shoot_speed,publish_model_cpu_core,music_disp_id,rights_duet,upload_resolution,addlink_type,preview_list_status,boom_download_fail_reason,whether_checked,default_makeup_value,softening_value,speed_is,default_filter_value,recommend_hashtag_algo,effect_postid,story_music_id,superfollow_disp,material_package_url,sex_frame,camera_permission,user_is,goods_id,is_edit_zoom,publish_model_version,body_magic_is,musicmagic_download_fail_reason,recommend_page,background_list_status,cover_sex_result,record_type,subtitle_msg_divisions,venus_root_id,sticker_process_duration,material_package_status,rights_save,recording_volume,effect_clump_id,module_id,tips_effect_id,music_original,publish_real_model_level,if_auto_post,tips_type,video_id,story_quotation_color,preview_video_status,makeup_status,background_id,shoot_speed,avg_fps,download_time,auto_music_status,four_d_magic_download_duration,effect_id,auto_pause_num,sticker_status,material_completed,recommend_cover_result,adjust_touchmagic_color,duet_postid,photos_permission,boom_download_duration,touchmagic_tab_id,is_add_video,default_layout,whitening_value,ok_makeup_groupid,back_filter,quotation_group_id,_linkd_,linkquality,boom_list_status,duet_original_id,boom_id,ok_makeup_id,cutme_id,subtitle_status,story_quotation_pattern,ok_makeup_failreason,drafts_is,body_download_time,music_order,default_transition_type,cover_sex_score,filter_status,subtitle_font_seg,filter_value,photonum,tag_num,music_operate_panel,dynamic_cover_status,cutout_process_duration,is_recommend_music,is_mirror_video,subtitle_align_seg,video_nums,material_status,default_background_color,makeup_value,total_mem,story_music_tab_id,has_text,upload_source_num,sticker_download_time,skin_level,tips_effect_type,filter_source,text_length,background_download_fail_reason,story_mood_id,compare_status,import_hdr_video_count,effect_tab_id,deeplink_source,orig_coord,beauty_value,module_location,subtitle_msg_seg,background_download_duration,music_magic_id,sticker_photo,topic_page_source,musticker_type_downtime,subtitle_color_seg,personal_link,three_d_magic_status,record_source,magic_id,record_source_page,original_video_nums,create_time,have_tts,cover_status,filter_chose_type,recommend_hashtag_num,original_frame,tips_id,is_transcoding,story_quotation_bg_color,music_name,title_status,is_show_adding_goods,slid_distance,is_transition_dura,beauty_status,inspiration_video_load_dura,quotation_id,has_title,album_permiss,record_icon_type,music_download_time,vpblock_callstack_url,subtitle_length_adjust,music_banner_id,picture_ratio,whether_net,newfeature_id,cut_process_duration,feature_result,music_id,group_id,sticker_type,process_dura,tips_load_time,rights_source,is_transition_type,publish_page_dur,waveform_loading_time,video_actual_time,origin_poster_uid,music_banner_position,is_enhance_video,cost_time,publish_model_cpu_fq,default_filter,video_limit_time,upload_refresh,musicmagic_list_status,gpu_time,autofill_hashtag,videonum,friends_num,is_divide_video,recommend_hashtag_result,story_filter_id,resize_status,magicpage_is,music_parent_type,video_import_duration,body_active,sticker_download_fail_reason,title_font_download_time,material_collect_dura,share_channel,is_mute,mutil_segment,effect_status,page_id,unshow_reason"
action,107,likee,102003,"msgid,bottom_tab,record_source"
action,129,likee,102003,"boom_id,bottom_tab,record_type,app_session,record_source,_linkd_"
action,146,likee,102003,"msgid,bottom_tab,record_type,mic_permission,video_limit_time,photos_permission,drafts_is,record_source,auto_music_status,camera_permission,session_id"
action,201,likee,102003,"msgid,bottom_tab,record_type"
action,28,likee,102003,"face_value,feature_dura,more_page_entrance,subtitle_template_id,is_sort_video,music_magic_status,subtitle_tts,import_pop_type,original_photo_nums,is_oirignal_video,duet_is,cut_video_duration,cutme_type,filter_tab_id,facekey,cpu_gpu_type,boom_status,hashtag_list,vpblock_second,recommend_dura,ok_makeup_status,private_status,back_music_status,shaping_status,sticker_recommend_photo,link_type,bodymagic_download_fail_reason,rights_comment,is_copy_video,change_num,sticker_process_stage,followup_videoid,download_duration,transition_group_id,photo_nums,upload_source_id,challenge_name,music_list_source,session_id,magiclist_loadstatus,touchmagic_id_time,background_subtitle_is_seg,video_ratio,abnormal_reason,sound_volume,switch_way,recording_nums,sticker_id,shaping,front_music_status,music_volume,favorites_is,effect_is,makeup_tab_id,disp_transition_type,default_music,mic_permission,auto_record_time,from_challenge_hashtag,sex_suc_frame,cover_time,hashtag_num,is_freeze_video,material_fail_reason,recommend_suc_frame,effect_clump_type,sticker_pre_download,publish_model_up_reason,sticker_process_fail,beauty_id,rotate_state,characters_num,import_fail_reason,video_upload_page,cover_recommend_score,cutme_group_id,sticker_list_status,music_recommend_fail,story_photo_num,open_tts,magic_status,body_magic_id,is_autoshare,is_huoshan_sdk,product_id,app_session,sublime_source,skin_value,model_id,is_cut_video,original_video_height_width,sticker_process_from,edit_title_num,collect_sticker_num,entrance,use_layout,load_time,sound_status,background_color,video_sex_result,music_status,is_upload_when,export_dur,auto_record_countdowntime,is_edit_move,actual_frame,adjust_touchmagic_size,bottom_tab,music_source,three_d_magic_id,captions_status,title_num,timemagic_types,sticker_picture_size,dialog_is,effect_dl_time,edit_page_dura,musicmagic_download_duration,is_delete_video,inspiration_video_watchtime,photo_page_source,slimming_value,activity_event_id,treated_coord,edit_cover_num,cover_title_font,hashtag_list_hex,disp_backgroud_color,download_fail_reason,magicpage_effect_id,music_type,musticker_down_fail_reason,countdown_value,music_dispatch_id,magicpage_come,background_status,video_source,makeup_id,sticker_position,sticker_process_time,filter_id,no_response_reason,from_app,list_cut,eyes_value,default_beauty_value,orginal_video_duration,record_shoot_speed,publish_model_cpu_core,music_disp_id,location_permission,rights_duet,upload_resolution,addlink_type,preview_list_status,boom_download_fail_reason,whether_checked,default_makeup_value,softening_value,speed_is,default_filter_value,recommend_hashtag_algo,effect_postid,story_music_id,superfollow_disp,material_package_url,sex_frame,camera_permission,user_is,goods_id,is_edit_zoom,publish_model_version,body_magic_is,musicmagic_download_fail_reason,recommend_page,background_list_status,cover_sex_result,record_type,subtitle_msg_divisions,venus_root_id,sticker_process_duration,material_package_status,rights_save,recording_volume,effect_clump_id,module_id,tips_effect_id,music_original,publish_real_model_level,if_auto_post,tips_type,video_id,story_quotation_color,preview_video_status,makeup_status,background_id,shoot_speed,avg_fps,download_time,auto_music_status,four_d_magic_download_duration,effect_id,auto_pause_num,sticker_status,material_completed,recommend_cover_result,adjust_touchmagic_color,duet_postid,photos_permission,boom_download_duration,touchmagic_tab_id,is_add_video,default_layout,whitening_value,ok_makeup_groupid,back_filter,quotation_group_id,_linkd_,linkquality,boom_list_status,duet_original_id,boom_id,ok_makeup_id,cutme_id,subtitle_status,story_quotation_pattern,ok_makeup_failreason,drafts_is,body_download_time,music_order,default_transition_type,cover_sex_score,filter_status,subtitle_font_seg,filter_value,photonum,tag_num,music_operate_panel,dynamic_cover_status,cutout_process_duration,is_recommend_music,is_mirror_video,subtitle_align_seg,video_nums,material_status,default_background_color,makeup_value,total_mem,imo_session_id,story_music_tab_id,has_text,upload_source_num,sticker_download_time,skin_level,tips_effect_type,filter_source,text_length,background_download_fail_reason,story_mood_id,compare_status,import_hdr_video_count,effect_tab_id,deeplink_source,orig_coord,topic_page_sourse,beauty_value,module_location,subtitle_msg_seg,background_download_duration,music_magic_id,sticker_photo,topic_page_source,musticker_type_downtime,subtitle_color_seg,personal_link,three_d_magic_status,record_source,magic_id,record_source_page,original_video_nums,create_time,have_tts,cover_status,filter_chose_type,recommend_hashtag_num,original_frame,tips_id,is_transcoding,story_quotation_bg_color,music_name,title_status,is_show_adding_goods,slid_distance,is_transition_dura,beauty_status,inspiration_video_load_dura,quotation_id,has_title,album_permiss,record_icon_type,music_download_time,vpblock_callstack_url,subtitle_length_adjust,music_banner_id,picture_ratio,whether_net,newfeature_id,cut_process_duration,feature_result,music_id,group_id,sticker_type,process_dura,tips_load_time,rights_source,is_transition_type,call_permission,publish_page_dur,waveform_loading_time,video_actual_time,origin_poster_uid,music_banner_position,is_enhance_video,cost_time,publish_model_cpu_fq,default_filter,video_limit_time,upload_refresh,musicmagic_list_status,gpu_time,autofill_hashtag,videonum,friends_num,is_divide_video,recommend_hashtag_result,story_filter_id,resize_status,magicpage_is,music_parent_type,screen_status,video_import_duration,body_active,sticker_download_fail_reason,title_font_download_time,material_collect_dura,share_channel,authorized_disp,is_mute,mutil_segment,effect_status,unshow_reason,page_id,subtitle_align,background_subtitle_is,subtitle_color,subtitle_font"
action,307,likee,102003,"body_magic_id,bottom_tab,record_type,app_session,record_source,_linkd_"
action,334,likee,102003,"bottom_tab,speed_is,mic_permission,photos_permission,drafts_is,record_source,camera_permission,session_id,msgid,body_magic_id,record_type,app_session,video_limit_time,authorized_disp,_linkd_,auto_music_status,location_permission"
